accelometer#mean,accelometer#max,accelometer#min,accelometer#std,gyroscope#mean,gyroscope#max,gyroscope#min,gyroscope#std,gyroscopeUncalibrated#mean,gyroscopeUncalibrated#max,gyroscopeUncalibrated#min,gyroscopeUncalibrated#std,userTarget
10.25612622226257,13.10922539050657,0.13522813409352114,2.075703469987349,0.3298775520759245,0.44455247271896614,0.13522813409352114,0.19616298406814517,0.45653836696549105,0.7698782779602595,0.22828141140119193,0.19616298406814517,0
9.887336503278053,10.37423457852576,0.062415448735325035,0.3858558320961694,0.3994240511711823,1.0056135063583351,0.062415448735325035,0.15523014848399094,0.32454073808565986,0.594405169669997,0.17844585913828917,0.15523014848399094,1
12.455771857616599,12.800001471233296,0.41576632555532755,0.2616887336100549,0.7903081666844501,1.0124618004779093,0.41576632555532755,0.2878185815625538,0.6896914297961049,1.088432617356529,0.4195154488889403,0.2878185815625538,1
12.232981977976243,13.278782155709784,0.148201655807121,1.1176228594076407,0.44537787033515813,0.6241703856147924,0.148201655807121,0.8205445638233957,1.1336206905922361,2.2874072804664247,0.4493847172832184,0.8205445638233957,1
11.314954964705606,15.615356139251393,0.747975086070487,3.044098283591093,1.3584247230005098,2.3499409609314483,0.747975086070487,0.13476538291324786,0.8752754519269431,1.0019030022624051,0.6886058488885294,0.13476538291324786,1
10.289860053691152,13.239861203960427,0.2899292983025136,2.811981497745862,1.1902513376717445,2.260003091796113,0.2899292983025136,0.3294239603990043,1.0296037728903251,1.431081264450834,0.37723883125438434,0.3294239603990043,1
11.613612900981092,14.731417181515496,0.5109558458498258,3.4058521563582014,0.8620357208996012,1.1129192682467006,0.5109558458498258,0.2464679745952533,0.71238141584582,1.186826422878523,0.5025646758504942,0.2464679745952533,1
9.131450847278723,11.521030577449416,0.3472150141341614,1.6399774054746623,0.6736839336581011,1.0490154154125881,0.3472150141341614,0.5084345270114704,0.7254051132866255,1.8090225696242044,0.2851746493278081,0.5084345270114704,0
9.799937261702777,10.977948055804873,0.06243711599581178,1.2440695250277594,0.3946033058184856,0.8279459738895316,0.06243711599581178,0.7830568333713084,0.9682646752173305,2.109565384187708,0.14907615339293623,0.7830568333713084,0
9.853493526633542,10.461942395372871,0.020931189591437985,0.3885923100504211,0.04097696868181598,0.06460770837092868,0.020931189591437985,0.040996231886472126,0.057718101988996295,0.15503587075629988,0.014888078702346406,0.040996231886472126,0
10.235741860377644,11.123786712973375,0.0394508695661679,0.528505597599733,0.10619203023574723,0.20336751069786763,0.0394508695661679,0.14163674743737156,0.1980435828006888,0.48318205111047097,0.048204197220790765,0.14163674743737156,0
9.568959807324502,10.322850538767936,0.035955935491259985,0.3849154097444876,0.10116875506971723,0.32767073842528516,0.035955935491259985,0.08006848604141617,0.07366049332007411,0.2473551751917158,0.02402650390982775,0.08006848604141617,0
10.079888232927097,10.10367307336817,0.02749455559640428,0.026095861528014734,0.02995584867931546,0.03241518364328611,0.02749455559640428,0.019466411354338933,0.05779001920543737,0.0853048777229263,0.0432508117835106,0.019466411354338933,0
9.957648524399907,10.16708180388037,0.012126530655955028,0.25068396153897987,0.11043784848309131,0.33062024799388245,0.012126530655955028,0.11999214136476892,0.11959340993119755,0.34730307526070053,0.014416937563707629,0.11999214136476892,0
10.301688243765769,14.325067432585357,0.01305277850485818,1.4274590823208873,0.2531682165751149,0.8495563021344931,0.01305277850485818,0.42868626283724126,0.38635028098046365,1.46179890006772,0.04554122235216912,0.42868626283724126,0
10.10446499576046,10.310099644656347,0.014044296999797822,0.1526415645196278,0.09359542928067059,0.2088898636516299,0.014044296999797822,0.05392941262226176,0.08736653632797793,0.15340989770579594,0.021310356519020926,0.05392941262226176,0
10.184264211871717,14.2516449250877,0.3276232013470871,2.36273301335723,0.6582091742079682,1.1765388798061451,0.3276232013470871,0.21880171575235033,0.3703088122657594,0.647585761930058,0.12561563797342057,0.21880171575235033,0
9.373161075389289,11.22542735054313,0.03206797102695444,1.8236259182709451,0.18550257291110622,0.34069778115920435,0.03206797102695444,0.057816874758666925,0.1365976832273094,0.23255761624101734,0.04820032430902906,0.057816874758666925,0
9.736387573382567,11.43517666880183,0.0167579623373186,0.8791877015661553,0.2222827101912631,0.9781129687818806,0.0167579623373186,0.18607117644101073,0.21098572638415466,0.6176125627096768,0.02233629487261889,0.18607117644101073,0
