android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,target
9.776514938981721,9.92006083980815,0.000638858173921979,0.1457988202793332,0.016184132227585916,0.0788621911871554,0.000638858173921979,0.0012820048305203276,0.012137564738413572,0.014378060425275833,0.010402660269616852,0.0012820048305203276,1
10.012967288634403,10.90303248145031,0.5215621060607765,0.7631132239421078,1.7237947396017592,4.117735161654539,0.5215621060607765,2.2395256342249286,1.8833670301513883,6.30041085939616,0.4662882867148725,2.2395256342249286,1
9.68725678822536,10.721582421523593,0.6621484616060448,0.9781207199625346,1.4904834486138918,3.758644684934342,0.6621484616060448,0.884461599837858,1.4100666331839768,2.4872273369555105,0.31613029665187836,0.884461599837858,1
9.473613327528485,11.57800570888025,0.4378516204610575,1.3495024552825932,0.7171622042661959,1.1446518122670835,0.4378516204610575,0.5110306589881503,0.6402685645177166,1.651579566978497,0.2646111451368873,0.5110306589881503,1
9.898550366049598,13.107103231235103,0.20282551665750503,1.80621663573412,1.2753276134534772,2.307121358016607,0.20282551665750503,0.8562951777170293,1.1382593268931884,2.297192383100774,0.38125186071251216,0.8562951777170293,1
9.79364264102422,11.619803866347254,0.5175365700839357,1.418949202529378,1.2621161458044419,1.9047843669220261,0.5175365700839357,1.1184665531218925,1.4261927673411257,3.551335753549548,0.5583014505480702,1.1184665531218925,1
10.975868051987096,14.752987713233956,0.07813249254156959,2.2907995803784584,0.9006066255094645,1.7409157490769063,0.07813249254156959,0.7430912502963961,1.405249369610695,2.2752421338640065,0.42468010414614976,0.7430912502963961,1
10.033125493695753,12.187560591599343,0.7602946414557001,1.7234175358424952,1.5347957746499374,2.2188365278036675,0.7602946414557001,0.6333556890618232,1.1646216586930316,2.2290337434342637,0.4391730203044226,0.6333556890618232,1
10.329341833368145,13.232553169253698,0.3121040826148594,1.4702621492597003,0.881023215479072,1.7056996097333874,0.3121040826148594,0.650830868821664,0.90501079458734,2.191069089916297,0.4755322061693809,0.650830868821664,1
10.76609554672783,12.370449718513363,0.22447020037375406,1.4286446713437868,0.8272126701447264,2.0595564343515282,0.22447020037375406,0.8045050685414523,1.1930110750273335,2.2870091023547148,0.41316623675732594,0.8045050685414523,1
10.475676916301271,12.68307260417886,0.3132618174598334,1.1475051393263518,1.15589726609567,1.7214349134732343,0.3132618174598334,0.5103647965301972,0.8720558994413976,1.7395999186763396,0.3786448205251021,0.5103647965301972,1
11.342849210877834,13.348806185880704,0.9673170441806892,1.5843279249783442,1.2912697031854783,1.8287903876632985,0.9673170441806892,0.8490193775107198,1.4955863240661798,3.1516862753422585,0.8844083897297877,0.8490193775107198,1
10.088515628787466,11.628524493310696,0.2595583202539657,2.010639536376258,0.8111441140416478,1.3514016863519072,0.2595583202539657,0.6312479803247737,1.406597863960407,2.1255278823248553,0.3192441503001641,0.6312479803247737,1
9.674039311882986,11.039635043999088,0.49674645606188567,1.3659034590190653,1.3976693977703296,2.0605407187626392,0.49674645606188567,0.5251154220668426,1.342019335401927,1.847734293503057,0.397660608163172,0.5251154220668426,1
10.704318365997281,14.382226891013277,0.5757286146511326,1.984782733746357,1.5866902863465184,2.052723186027544,0.5757286146511326,0.5763039257216933,1.2745235563004944,2.022481939393037,0.5959769286552608,0.5763039257216933,1
10.59047072615049,12.70327911861894,0.4726995262873006,1.5064780231150734,1.3961000394512024,2.008337449570935,0.4726995262873006,0.5777174413237087,1.1112925647495986,1.6948439785797074,0.25769899503895394,0.5777174413237087,1
10.841447612692185,13.484439630515762,0.9129360738580347,2.061166880563344,1.362908590343011,2.2055409983671974,0.9129360738580347,0.5351667845010798,1.6252398527559162,2.3553686239721494,0.8943083698913178,0.5351667845010798,1
10.391420766402629,13.121494036512471,0.2627678183641798,2.0406775961954735,1.4957254141423046,2.359252245337086,0.2627678183641798,0.8149719131186416,1.6413098657705518,2.4433066572861444,0.5058012194871037,0.8149719131186416,1
10.241405772767411,14.085054438075328,0.3605951841995244,2.771369240224975,1.1451481335100213,2.3167658496022994,0.3605951841995244,0.7188815839286888,1.6181326608788411,2.4656074899954548,0.3408989233289189,0.7188815839286888,1
10.819929519526061,12.21883791324669,0.5821296037530431,1.773004538794845,1.590991769522682,2.1471521175241723,0.5821296037530431,0.3452500753984855,1.582643734359914,1.9794818933190013,1.1494552308197736,0.3452500753984855,1
10.68952692302479,13.219724279866776,0.681623591131874,1.9994855450582751,1.3583642699411018,2.031547185043758,0.681623591131874,0.5489829508023266,1.306531934531384,2.260943573758452,0.5768589789993714,0.5489829508023266,1
